Nr.;SM Nr.;Fund Nr.;Gefäss Nr.;Masken Nr.;Kartonage Nr.;Grab;Umgebung;Areal;Raum;Abhub;Schnitt/Quadrant;Position/Befund;Befund Vergesellschaftung;Befund Kommentar;Material;Material Zusatz;Objekttyp;Objekttyp Zusatz;Dekoration;Objektbeschreibung;Aufschrift;Datierung 1;Datierung 2;Höhe (cm);Breite (cm);Tiefe (cm);Durchmesser 1 (cm), rim;Durchmesser 2 (cm), body;Brandspuren;Feuchtigkeit;Zeichnung
;;468;;;;40;;;D;1;A2;;;;Botanisch;Holz;Gefässaufschrift;;;wooden label, type stelae, pierced, two fragments;;Neues Reich;18 D;7.8;4.7;0.8;;;Verrusst;;
;;213;;;;40;;;A;4;SI;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, inscription with ink (hieratic);yes;Neues Reich;18 D;8.7;4.2;0.4;;;Verrusst;;
;;447;;;;40;;;D;1;G2& E2;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, inscription with ink;yes;Neues Reich;18 D;9.0;3.7;0.5;;;Verfärbung;;
;;239;;;;40;;;A;5;SI;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, inscription with ink;Bint-nasi;Neues Reich;18 D;11.8;4.6;0.7;;;;;
;;248;;;;40;;;B;1;SI;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, inscription with ink (hieratic), broken;Hor…;Neues Reich;18 D;7.5;4.3;0.6;;;Verfärbung;;
;;251;;;;40;;;A;4;SI;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, inscription with ink;yes;Neues Reich;18 D;8.6;4.5;0.7;;;;;
;;260;;;;40;;;B;3;SI;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, inscription with ink;yes;Neues Reich;18 D;7.0;4.5;0.5;;;Verbrannt;;
;;321;;;;40;;;C;1;SII;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label with cord, type stelae, pierced, inscription with ink (hieratic);yes;Neues Reich;18 D;5.0;8.1;0.9;;;Verfärbung;;
;;329;;;;40;;;C;1;SIII;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, inscription with ink (hieratic);yes;Neues Reich;18 D;7.3;3.9;0.6;;;Verfärbung;;
;;326;;;;40;;;C;1;SII;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, carved inscription (hieroglyphic) without filling;yes;Neues Reich;18 D;8.8;3.0;0.5;;;Verfärbung& Verbrannt;;
;;432;;;;40;;;D& C;2;B1& SI;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, typ steale, pierced, carved inscription with filling, two fragments;Tuiay;Neues Reich;18 D;7.5;2.2;0.5;;;Verfärbung;;
;;459;;;;40;;;E;1;F3;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, carved inscription (hieroglyphic) with filling on both sides;Tuiay;Neues Reich;18 D;6.9;3.6;0.5;;;Verfärbung;;
;;451;;;;40;;;E;1;C2;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, carved inscription (hieroglyphic) without filling;Mer-Montu;Neues Reich;18 D;5.0;3.4;0.6;;;Verfärbung;;
;;452;;;;40;;;E;1;C2;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, carved inscription (hieroglyphic) without filling;Mer-Montu;Neues Reich;18 D;4.8;3.1;0.55;;;;;
;;418;;;;64;;;J;1;SII-S;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type stelae, pierced, carved iscription (hieroglyphic) without filling;Sat-Jah;Neues Reich;18 D;7.0;1.8;0.4;;;;;
;;247;;;;40;;;B;1;SI;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type rectangle, pierced, inscription with ink, broken;yes;Neues Reich;18 D;8.8;6.0;0.5;;;Verfärbung;;
;;292;;;;40;;;B-C;1;SII;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type rectangle, pierced with two holes, inscription with ink (hieratic), acacia wood;Hathor;Neues Reich;18 D;9.0;5.6;0.6;;;Verfärbung;;
;;294;;;;40;;;B;1;SIII;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type rectangle, probably pierced, inscription with ink (hieratic);yes;Neues Reich;18 D;4.4;2.3;0.5;;;;;
;;303;;;;40;;;B;1;SII;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type unclear, probably pierced, inscription with ink;yes;Neues Reich;18 D;5.9;2.3;0.6;;;Verbrannt;;
;;304;;;;40;;;B;1;SII;;;;Botanisch;Holz;Gefässaufschrift;;Beschriftet;wooden label, type unclear, probably pierced, inscription with ink;yes;Neues Reich;18 D;8.5;2.3;0.5;;;Verbrannt;;
