Dateiname;Grab;Umgebung;Kampagne;Datum;Raum;Areal;Abhub;Schnitt/Quadrant;SM;Fundnummer;Anthropologie;Befund;Bemerkung;Fundlage;Gelöscht;Bearbeitet;Alter Dateiname;
2018_01_2039;40;;Frühlingskampagne 2018;11.01.18;C;;;SII;;;;;;;;;KV40_C_S2_033;
2018_01_2040;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII;;;;;;;;;KV40_C_S3_1_001;
2018_01_2041;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII;;;;;;;;;KV40_C_S3_1_002;
2018_01_2042;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII;;;;;;;;;KV40_C_S3_005;
2018_01_2043;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII;;;;;;;;;KV40_C_S3_006;
2018_01_2044;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII;;;;;;;;;KV40_C_S3_007;
2018_01_2045;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII;;;;;;;;;KV40_C_S3_008;
2018_01_2046;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII;;;;;;;;;KV40_C_S3_009;
2018_01_2047;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII;;;;;;;;;KV40_C_S3_010;
2018_01_2048;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII/IV;;;;;;;;;KV40_C_S3u4_1_001;
2018_01_2049;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII/IV;;;;;;;;;KV40_C_S3u4_1_002;
2018_01_2050;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII/IV;;;;;;;;;KV40_C_S3u4_1_003;
2018_01_2051;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII/IV;;;;;;;;;KV40_C_S3u4_1_004;
2018_01_2052;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII/IV;;;;;;;;;KV40_C_S3u4_005;
2018_01_2053;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII/IV;;;;;;;;;KV40_C_S3u4_006;
2018_01_2054;40;;Frühlingskampagne 2018;11.01.18;C;;;SIII/IV;;;;;;;;;KV40_C_S3u4_007;
2018_01_2055;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_008;
2018_01_2056;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_009;
2018_01_2057;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_010;
2018_01_2058;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_011;
2018_01_2059;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_012;
2018_01_2060;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_013;
2018_01_2061;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_014;
2018_01_2062;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_015;
2018_01_2063;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIV;;;;;;;;;KV40_C_S4_1_016;
2018_01_2064;40;;Frühlingskampagne 2018;11.01.18;D;;;C1;;;;;;;;;KV40_D_C1_001;
2018_01_2065;40;;Frühlingskampagne 2018;11.01.18;D;;;C1;;;;;;;;;KV40_D_C1_002;
2018_01_2066;40;;Frühlingskampagne 2018;11.01.18;D;;;C1;;;;;;;;;KV40_D_C1_003;
2018_01_2067;40;;Frühlingskampagne 2018;11.01.18;D;;;C1;;;;;;;;;KV40_D_C1_004;
2018_01_2068;40;;Frühlingskampagne 2018;11.01.18;D;;;C1;;;;;;;;;KV40_D_C1_005;
2018_01_2069;40;;Frühlingskampagne 2018;11.01.18;D;;;C1;;;;;;;;;KV40_D_C1_006;
2018_01_2070;40;;Frühlingskampagne 2018;11.01.18;D;;;C1;;;;;;;;;KV40_D_C1_007;
2018_01_2071;40;;Frühlingskampagne 2018;11.01.18;D;;;C2;;;;;;;;;KV40_D_C2_001;
2018_01_2072;40;;Frühlingskampagne 2018;11.01.18;D;;;C2;;;;;;;;;KV40_D_C2_002;
2018_01_2073;40;;Frühlingskampagne 2018;11.01.18;D;;;C2;;;;;;;;;KV40_D_C2_003;
2018_01_2074;40;;Frühlingskampagne 2018;11.01.18;D;;;F1;;;;;;;;;KV40_D_F1_010;
2018_01_2075;40;;Frühlingskampagne 2018;11.01.18;D;;;F1;;;;;;;;;KV40_D_F1_011;
2018_01_2076;40;;Frühlingskampagne 2018;11.01.18;D;;;F1;;;;;;;;;KV40_D_F1_012;
2018_01_2077;40;;Frühlingskampagne 2018;11.01.18;D;;1;G1;;;;;;;;;KV40_D_G1_1_002;
2018_01_2078;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_009;
2018_01_2079;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_010;
2018_01_2080;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_011;
2018_01_2081;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_012;
2018_01_2082;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_013;
2018_01_2083;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_014;
2018_01_2084;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_015;
2018_01_2085;40;;Frühlingskampagne 2018;11.01.18;D;;;G1;;;;;;;;;KV40_D_G1_016;
2018_01_2086;40;;Frühlingskampagne 2018;11.01.18;D;;1;G2;;;;;;;;;KV40_D_G2_1_003;
2018_01_2087;40;;Frühlingskampagne 2018;11.01.18;D;;1;G2;;;;;;;;;KV40_D_G2_1_004;
2018_01_2088;40;;Frühlingskampagne 2018;11.01.18;D;;;G2;;;;;;;;;KV40_D_G2_013;
2018_01_2089;40;;Frühlingskampagne 2018;11.01.18;D;;;G2;;;;;;;;;KV40_D_G2_014;
2018_01_2090;40;;Frühlingskampagne 2018;11.01.18;D;;;G2;;;;;;;;;KV40_D_G2_015;
2018_01_2091;40;;Frühlingskampagne 2018;11.01.18;D;;;G2;;;;;;;;;KV40_D_G2_016;
2018_01_2092;40;;Frühlingskampagne 2018;11.01.18;D;;;G2;;;;;;;;;KV40_D_G2_017;
2018_01_2093;40;;Frühlingskampagne 2018;11.01.18;F;;;A1;;;;;;;;;KV40_F_A1_001;
2018_01_2094;40;;Frühlingskampagne 2018;11.01.18;F;;;A3;;;;;;;;;KV40_F_A3_001;
2018_01_2095;40;;Frühlingskampagne 2018;11.01.18;F;;1;B1;;;;;;;;;KV40_F_B1_1_001;
2018_01_2096;40;;Frühlingskampagne 2018;11.01.18;F;;1;B1;;;;;;;;;KV40_F_B1_1_002;
2018_01_2097;40;;Frühlingskampagne 2018;11.01.18;F;;1;B1;;;;;;;;;KV40_F_B1_1_003;
2018_01_2098;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_005;
2018_01_2099;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_006;
2018_01_2100;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_007;
2018_01_2101;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_008;
2018_01_2102;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_009;
2018_01_2103;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_010;
2018_01_2104;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_011;
2018_01_2105;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_012;
2018_01_2106;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_013;
2018_01_2107;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_014;
2018_01_2108;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_015;
2018_01_2109;40;;Frühlingskampagne 2018;11.01.18;F;;1;C1;;;;;;;;;KV40_F_C1_1_016;
2018_01_2110;40;;Frühlingskampagne 2018;11.01.18;F;;;C2;;;;;;;;;KV40_F_C2_001;
2018_01_2111;40;;Frühlingskampagne 2018;11.01.18;F;;;C2;;;;;;;;;KV40_F_C2_002;
2018_01_2112;40;;Frühlingskampagne 2018;11.01.18;F;;;D1;;;;;;;;;KV40_F_D1_001;
2018_01_2113;40;;Frühlingskampagne 2018;11.01.18;F;;;D1;;;;;;;;;KV40_F_D1_002;
2018_01_2114;40;;Frühlingskampagne 2018;11.01.18;F;;;D1;;;;;;;;;KV40_F_D1_003;
2018_01_2115;40;;Frühlingskampagne 2018;11.01.18;F;;;D1;;;;;;;;;KV40_F_D1_004;
2018_01_2116;40;;Frühlingskampagne 2018;11.01.18;F;;;D1;;;;;;;;;KV40_F_D1_005;
2018_01_2117;40;;Frühlingskampagne 2018;11.01.18;F;;1;E1;;;;;;;;;KV40_F_E1_1_001;
2018_01_2118;40;;Frühlingskampagne 2018;11.01.18;F;;1;E1;;;;;;;;;KV40_F_E1_1_002;
2018_01_2119;40;;Frühlingskampagne 2018;11.01.18;F;;1;E1;;;;;;;;;KV40_F_E1_1_003;
2018_01_2120;40;;Frühlingskampagne 2018;11.01.18;F;;1;E1;;;;;;;;;KV40_F_E1_1_004;
2018_01_2121;40;;Frühlingskampagne 2018;11.01.18;F;;1;E1;;;;;;;;;KV40_F_E1_1_005;
2018_01_2122;40;;Frühlingskampagne 2018;11.01.18;F;;1;E1;;;;;;;;;KV40_F_E1_1_006;
2018_01_2123;40;;Frühlingskampagne 2018;11.01.18;indet;;;;;;;;;;;;KV40_unbest_001;
2018_01_2124;40;;Frühlingskampagne 2018;11.01.18;indet;;;;;;;;;;;;KV40_unbest_002;
2018_01_2125;40;;Frühlingskampagne 2018;11.01.18;indet;;;;;;;;;;;;KV40_unbest_003;
2018_01_2126;40;;Frühlingskampagne 2018;11.01.18;indet;;;;;;;;;;;;KV40_unbest_004;
2018_01_2127;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4670;
2018_01_2128;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4671;
2018_01_2129;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4672;
2018_01_2130;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4673;
2018_01_2131;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4674;
2018_01_2132;40;;Frühlingskampagne 2018;13.01.18;B;;;SI/SII/SIII;;;;;;Sieb;;;IMG_4675;
2018_01_2133;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4676;
2018_01_2134;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4677;
2018_01_2135;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4678;
2018_01_2136;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4679;
2018_01_2137;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4680;
2018_01_2138;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4681;
2018_01_2139;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4682;
2018_01_2140;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4683;
2018_01_2141;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4684;
2018_01_2142;40;;Frühlingskampagne 2018;13.01.18;B;;2;SII;;;;;;SO-Ecke ca. 1m unter Decke;;;IMG_4686;
2018_01_2143;40;;Frühlingskampagne 2018;13.01.18;B;;2;SII;;;;;;SO-Ecke ca. 1m unter Decke;;;IMG_4687;
2018_01_2144;40;;Frühlingskampagne 2018;13.01.18;B;;;SII;;;;;;;;;IMG_4688;
2018_01_2145;40;;Frühlingskampagne 2018;13.01.18;E;;;D1;;;;;;;;;IMG_4690;
2018_01_2146;40;;Frühlingskampagne 2018;13.01.18;E;;1;C3;;;;;;;;;IMG_4691;
2018_01_2147;40;;Frühlingskampagne 2018;13.01.18;;;;SIII;;;;;;;;;IMG_4692;
2018_01_2148;40;;Frühlingskampagne 2018;13.01.18;;;;SIII;;;;;;;;;IMG_4693;
2018_01_2149;40;;Frühlingskampagne 2018;13.01.18;;;;SIII;;;;;;;;;IMG_4694;
2018_01_2150;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;;NO-Teil;;;IMG_4695;
2018_01_2151;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;;NO-Teil;;;IMG_4696;
2018_01_2152;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;;NO-Teil;;;IMG_4697;
2018_01_2153;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;;NO-Teil;;;IMG_4698;
2018_01_2154;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;;NO-Teil;;;IMG_4699;
2018_01_2155;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4700;
2018_01_2156;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4701;
2018_01_2157;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4702;
2018_01_2158;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4703;
2018_01_2159;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4704;
2018_01_2160;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4705;
2018_01_2161;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4706;
2018_01_2162;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4707;
2018_01_2163;40;;Frühlingskampagne 2018;13.01.18;C;;;SIV;;;;;;;;;IMG_4708;
2018_01_2164;40;;Frühlingskampagne 2018;13.01.18;C;;1;SIV;;;;;Stoff und Natronsäckchen;Nord;;;IMG_4710;
2018_01_2165;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;NO-Teil;;;IMG_4712;
2018_01_2166;40;;Frühlingskampagne 2018;13.01.18;C;;;SIII;;;;;;;;;IMG_4713;
2018_01_2167;40;;Frühlingskampagne 2018;13.01.18;C;;;SIII;;;;;;;;;IMG_4714;
2018_01_2168;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4715;
2018_01_2169;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4716;
2018_01_2170;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4717;
2018_01_2171;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4718;
2018_01_2172;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4719;
2018_01_2173;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4720;
2018_01_2174;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4721;
2018_01_2175;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4722;
2018_01_2176;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4723;
2018_01_2177;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4724;
2018_01_2178;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4725;
2018_01_2179;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4726;
2018_01_2180;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4727;
2018_01_2181;40;;Frühlingskampagne 2018;13.01.18;;;;;;;;;Knochen;Ohne NR;;;IMG_4728;
2018_01_2182;40;;Frühlingskampagne 2018;13.01.18;D;;;B1;;;;;Zähne;;;;IMG_4729;
2018_01_2183;40;;Frühlingskampagne 2018;13.01.18;D;;;B1;;;;;Zähne;;;;IMG_4730;
2018_01_2184;40;;Frühlingskampagne 2018;13.01.18;D;;;B1;;;;;Knochen;;;;IMG_4731;
2018_01_2185;40;;Frühlingskampagne 2018;13.01.18;D;;1;C2;;;;;Knochen;Sieb;;;IMG_4732;
2018_01_2186;40;;Frühlingskampagne 2018;13.01.18;D;;;F1;;;;;;;;;IMG_4733;
2018_01_2187;40;;Frühlingskampagne 2018;13.01.18;D;;;F1;;;;;;;;;IMG_4734;
2018_01_2188;40;;Frühlingskampagne 2018;13.01.18;D;;;G2;;;;;;;;;IMG_4735;
2018_01_2189;40;;Frühlingskampagne 2018;13.01.18;D;;;G2;;;;;;;;;IMG_4736;
2018_01_2190;40;;Frühlingskampagne 2018;13.01.18;D;;;G2;;;;;;;;;IMG_4737;
2018_01_2191;40;;Frühlingskampagne 2018;13.01.18;C;;;SIII;;;;;;;;;IMG_4739;
2018_01_2192;40;;Frühlingskampagne 2018;13.01.18;C;;;SIII;;;;;;;;;IMG_4740;
2018_01_2193;40;;Frühlingskampagne 2018;13.01.18;C;;;SIII;;;;;;;;;IMG_4741;
2018_01_2194;40;;Frühlingskampagne 2018;13.01.18;E;;;;;;;;;;;;IMG_4742;
2018_01_2195;40;;Frühlingskampagne 2018;13.01.18;E;;;;;;;;;;;;IMG_4743;
2018_01_2196;40;;Frühlingskampagne 2018;13.01.18;E;;;;;;;;;;;;IMG_4744;
2018_01_2197;40;;Frühlingskampagne 2018;13.01.18;F;;;D1;;;;;;;;;IMG_4745;
2018_01_2198;40;;Frühlingskampagne 2018;13.01.18;F;;;D1;;;;;;;;;IMG_4746;
2018_01_2199;40;;Frühlingskampagne 2018;13.01.18;D;;;G2;;;;;Femur;;;;IMG_4747;
2018_01_2200;40;;Frühlingskampagne 2018;13.01.18;D;;;G2;;;;;Femur;;;;IMG_4748;
2018_01_2201;40;;Frühlingskampagne 2018;13.01.18;D;;;G2;;;;;Femur;;;;IMG_4749;
2018_01_2202;40;;Frühlingskampagne 2018;13.01.18;D;;;F2;;;;;0545?;;;;IMG_4750;
2018_01_2203;40;;Frühlingskampagne 2018;13.01.18;D;;;F2;;;;;0545?;;;;IMG_4751;
2018_01_2204;40;;Frühlingskampagne 2018;13.01.18;D;;;F2;;;;;0545?;;;;IMG_4752;
2018_01_2205;40;;Frühlingskampagne 2018;13.01.18;D;;;F2;;;;;0545?;;;;IMG_4753;
2018_01_2206;40;;Frühlingskampagne 2018;13.01.18;D;;;F2;;;;;0545?;;;;IMG_4754;
2018_01_2207;40;;Frühlingskampagne 2018;13.01.18;E;;1;A3;;;;;;;;;KV40_E_A3_1_001;
2018_01_2208;40;;Frühlingskampagne 2018;13.01.18;E;;1;A3;;;;;;;;;KV40_E_A3_1_002;
2018_01_2209;40;;Frühlingskampagne 2018;13.01.18;E;;1;A3;;;;;;;;;KV40_E_A3_1_003;
2018_01_2210;40;;Frühlingskampagne 2018;13.01.18;E;;1;A3;;;;;;;;;KV40_E_A3_1_004;
2018_01_2211;40;;Frühlingskampagne 2018;13.01.18;E;;1;A3;;;;;;;;;KV40_E_A3_1_005;
2018_01_2212;40;;Frühlingskampagne 2018;15.01.18;C;;1;SIII;;;62;Menschliche Überreste;Schädel;;;;2018-01-15 08.02.34;
2018_01_2213;40;;Frühlingskampagne 2018;15.01.18;C;;1;SIII;;;62;Menschliche Überreste;Schädel;;;;2018-01-15 08.02.58;
2018_01_2214;40;;Frühlingskampagne 2018;15.01.18;;;;;;;564;Menschliche Überreste;;;;;2018-01-15 09.00.59;
2018_01_2215;40;;Frühlingskampagne 2018;15.01.18;;;;;;;564;Menschliche Überreste;;;;;2018-01-15 09.01.11;
2018_01_2216;40;;Frühlingskampagne 2018;15.01.18;;;;;;;317;Menschliche Überreste;;;;;2018-01-15 10.37.44;
2018_01_2217;40;;Frühlingskampagne 2018;15.01.18;;;;;;;317;Menschliche Überreste;;;;;2018-01-15 10.39.05;
2018_01_2218;40;;Frühlingskampagne 2018;15.01.18;;;;;;;317;Menschliche Überreste;;;;;2018-01-15 10.40.06;
2018_01_2219;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;900;Menschliche Überreste;Hals;;;;2018-01-15 12.10.49;
2018_01_2220;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;900;Menschliche Überreste;Hals;;;;2018-01-15 12.11.14;
2018_01_2221;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;900;Menschliche Überreste;Hals;;;;2018-01-15 12.11.37;
2018_01_2222;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;900;Menschliche Überreste;Hals;;;;2018-01-15 12.12.09;
2018_01_2223;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;901;Menschliche Überreste;Humerus left;;;;2018-01-15 12.14.53;
2018_01_2224;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;901;Menschliche Überreste;Humerus left;;;;2018-01-15 12.15.01;
2018_01_2225;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;901;Menschliche Überreste;Humerus left;;;;2018-01-15 12.15.16;
2018_01_2226;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;901;Menschliche Überreste;Humerus left;;;;2018-01-15 12.15.27;
2018_01_2227;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;902;Menschliche Überreste;Ulna and Radius left;;;;2018-01-15 12.16.04;
2018_01_2228;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;902;Menschliche Überreste;Ulna and Radius left;;;;2018-01-15 12.16.15;
2018_01_2229;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;902;Menschliche Überreste;Ulna and Radius left;;;;2018-01-15 12.17.07;
2018_01_2230;40;;Frühlingskampagne 2018;15.01.18;D;;;E1;;;902;Menschliche Überreste;Ulna and Radius left;;;;2018-01-15 12.17.18;
2018_01_2231;40;;Frühlingskampagne 2018;26.01.18;C;;;;;;;Mumienmaskenfragment;Belongs to mummy_mask_1/ two new fragments found in mummy bags;Aus Mumientüte;;;IMG_9885 ;
2018_01_2232;40;;Frühlingskampagne 2018;26.01.18;C;;;;;;;Mumienmaskenfragment;Belongs to mummy_mask_1/ two new fragments found in mummy bags;Aus Mumientüte;;;IMG_9886 ;
2018_01_2233;40;;Frühlingskampagne 2018;26.01.18;C;;;;;;;Mumienmaskenfragment;Belongs to mummy_mask_1/ two new fragments found in mummy bags;Aus Mumientüte;;;IMG_9912 ;
2018_01_2234;40;;Frühlingskampagne 2018;26.01.18;C;;;;;;;Mumienmaskenfragment;Belongs to mummy_mask_1/ two new fragments found in mummy bags;Aus Mumientüte;;;IMG_9913 ;
2018_01_2235;40;;Frühlingskampagne 2018;26.01.18;C;;;;;;;Mumienmaskenfragment;Belongs to mummy_mask_1/ two new fragments found in mummy bags;Aus Mumientüte;;;IMG_9916 ;
2018_01_2236;40;;Frühlingskampagne 2018;16.01.18;C;;;;;;;Mumienmaskenfragment;5 new fragments found in mummy bags;Sieb/ Aus Mumientüte;;;IMG_0428;
2018_01_2237;40;;Frühlingskampagne 2018;16.01.18;C;;;;;;;Mumienmaskenfragment;5 new fragments found in mummy bags;Sieb/ Aus Mumientüte;;;IMG_0429;
2018_01_2238;40;;Frühlingskampagne 2018;11.01.18;C;;;;40C_Kart_007_088/ 40C_Kart_007_089/ 40C_Kart_007_091/ 40C_Kart_007_092/ 40C_Kart_007_093;;;Mumienmaskenfragment;Old mask_group_G;;;;IMG_0375 ;
2018_01_2239;40;;Frühlingskampagne 2018;11.01.18;C;;;;40C_Kart_007_088/ 40C_Kart_007_089/ 40C_Kart_007_091/ 40C_Kart_007_092/ 40C_Kart_007_093;;;Mumienmaskenfragment;Old mask_group_G;;;;IMG_0376 ;
2018_01_2240;40;;Frühlingskampagne 2018;11.01.18;C;;;;40C_Kart_007_088/ 40C_Kart_007_089/ 40C_Kart_007_091/ 40C_Kart_007_092/ 40C_Kart_007_093;;;Mumienmaskenfragment;Old mask_group_G;;;;IMG_0377 ;
2018_01_2241;40;;Frühlingskampagne 2018;11.01.18;C;;;;40C_Kart_007_088/ 40C_Kart_007_089/ 40C_Kart_007_091/ 40C_Kart_007_092/ 40C_Kart_007_093;;;Mumienmaskenfragment;Old mask_group_G;;;;IMG_0378 ;
2018_01_2242;40;;Frühlingskampagne 2018;10.01.18;C/ D;;;;40C_Kart_007/ 40D_Kart_013-011;;;Mumienmaskenfragment;comparison ;;;;IMG_0362;
2018_01_2243;40;;Frühlingskampagne 2018;10.01.18;C/ D;;;;40C_Kart_007/ 40D_Kart_013-011;;;Mumienmaskenfragment;comparison ;;;;IMG_0363;
2018_01_2244;40;;Frühlingskampagne 2018;10.01.18;C/ D;;;;40C_Kart_007/ 40D_Kart_013-011;;;Mumienmaskenfragment;comparison ;;;;IMG_0364;
2018_01_2245;40;;Frühlingskampagne 2018;22.01.18;C;;SIV;1;;;;Mumienmaskenfragment;;SIV Abh. 1 SÜD;;;IMG_0438;
2018_01_2246;40;;Frühlingskampagne 2018;22.01.18;C;;SIV;1;;;;Mumienmaskenfragment;;SIV Abh. 1 SÜD;;;IMG_0439;
2018_01_2247;40;;Frühlingskampagne 2018;22.01.18;C;;SIV;1;;;;Mumienmaskenfragment;;SIV Abh. 1 SÜD;;;IMG_0440;
2018_01_2248;40;;Frühlingskampagne 2018;22.01.18;C;;SIV;1;;;;Mumienmaskenfragment;;SIV Abh. 1 SÜD;;;IMG_0441;
2018_01_2249;40;;Frühlingskampagne 2018;26.01.18;D;;;;;;;Mumienmaskenfragment;belonging to mummy_mask_7/ new fragments found in mummy bags;Aus Mumientüte;;;IMG_9882;
2018_01_2250;40;;Frühlingskampagne 2018;26.01.18;D;;;;;;;Mumienmaskenfragment;belonging to mummy_mask_7/ new fragments found in mummy bags;Aus Mumientüte;;;IMG_9883;
2018_01_2251;40;;Frühlingskampagne 2018;26.01.18;D;;;;;;;Mumienmaskenfragment;belonging to mummy_mask_7/ new fragments found in mummy bags;Aus Mumientüte;;;IMG_9884;
2018_01_2252;40;;Frühlingskampagne 2018;26.01.18;D;;;;;;;Mumienmaskenfragment;ew fragments found in mummy bags and belonging to mummy_mask_1;Aus Mumientüte;;;IMG_9878;
2018_01_2253;40;;Frühlingskampagne 2018;26.01.18;D;;;;;;;Mumienmaskenfragment;ew fragments found in mummy bags and belonging to mummy_mask_1;Aus Mumientüte;;;IMG_9879;
2018_01_2254;40;;Frühlingskampagne 2018;26.01.18;D;;;;;;;Mumienmaskenfragment;new fragments found in mummy bags;Aus Mumientüte;;;IMG_9880;
2018_01_2255;40;;Frühlingskampagne 2018;26.01.18;D;;;;;;;Mumienmaskenfragment;new fragments found in mummy bags;Aus Mumientüte;;;IMG_9881;
2018_01_2256;40;;Frühlingskampagne 2018;22.01.18;D;;;;;;;Mumienmaskenfragment;no SM;;;;IMG_0442;
